budget_factor,algname,fid,dim,lib,fx,
1000,DE,20,10,OPYTIMIZER,-2.158041369,
1000,DE,20,20,OPYTIMIZER,-0.052626178,
1000,DE,21,2,OPYTIMIZER,-6.982648792,
1000,DE,21,5,OPYTIMIZER,-3.502501711,
1000,DE,21,10,OPYTIMIZER,-1.159172538,
1000,DE,21,20,OPYTIMIZER,0.350535423,
1000,DE,22,2,OPYTIMIZER,-7.842791181,
1000,DE,22,5,OPYTIMIZER,-0.738781051,
1000,DE,22,10,OPYTIMIZER,-0.212353295,
1000,DE,22,20,OPYTIMIZER,0.782038719,
1000,DE,23,2,OPYTIMIZER,-0.211383304,
1000,DE,23,5,OPYTIMIZER,0.029486358,
1000,DE,23,10,OPYTIMIZER,0.156490485,
1000,DE,23,20,OPYTIMIZER,0.299438534,
1000,DE,24,2,OPYTIMIZER,-0.025335426,
1000,DE,24,5,OPYTIMIZER,1.105522172,
1000,DE,24,10,OPYTIMIZER,1.616154835,
1000,DE,24,20,OPYTIMIZER,2.066123207,
5000,DE,1,2,OPYTIMIZER,-8,
5000,DE,1,5,OPYTIMIZER,-8,
5000,DE,1,10,OPYTIMIZER,-8,
5000,DE,1,20,OPYTIMIZER,-8,
5000,DE,2,2,OPYTIMIZER,-8,
5000,DE,2,5,OPYTIMIZER,-8,
5000,DE,2,10,OPYTIMIZER,-8,
5000,DE,2,20,OPYTIMIZER,-8,
5000,DE,3,2,OPYTIMIZER,-7.200219479,
5000,DE,3,5,OPYTIMIZER,-3.795936349,
5000,DE,3,10,OPYTIMIZER,0.683675038,
5000,DE,3,20,OPYTIMIZER,1.226464606,
5000,DE,4,2,OPYTIMIZER,-8,
5000,DE,4,5,OPYTIMIZER,-0.546170455,
5000,DE,4,10,OPYTIMIZER,0.786001906,
5000,DE,4,20,OPYTIMIZER,1.267875684,
5000,DE,5,2,OPYTIMIZER,-8,
5000,DE,5,5,OPYTIMIZER,-8,
5000,DE,5,10,OPYTIMIZER,-8,
